"","X10619_tumor.printed_rna"
"RPL23AP96",0
"RPL23AP97",0
"RPL23P10",0
"RPL23P11",0
"RPL23P2",0
"RPL23P4",0
"RPL23P8",0
"RPL24",77
"RPL24P2",0
"RPL24P4",4
"RPL24P7",0
"RPL24P8",4
"RPL26",0
"RPL26L1",1
"RPL26P19",0
"RPL26P20",0
"RPL26P26",0
"RPL26P27",13
"RPL26P28",0
"RPL26P29",1
"RPL26P3",0
"RPL26P30",0
"RPL26P31",1
"RPL26P34",0
"RPL26P35",7
"RPL26P37",0
"RPL26P6",0
"RPL26P9",4
"RPL27",9
"RPL27A",291
"RPL27AP",0
"RPL27AP5",0
"RPL27AP8",0
"RPL27P12",0
"RPL28",237
"RPL29",2142
"RPL29P11",17
"RPL29P12",9
"RPL29P14",2
"RPL29P19",0
"RPL29P2",0
"RPL29P22",0
"RPL29P23",0
"RPL29P24",0
"RPL29P25",0
"RPL29P28",0
"RPL29P29",0
"RPL29P3",0
"RPL29P30",0
"RPL29P32",0
"RPL29P33",4
"RPL29P7",0
"RPL3",44
"RPL30",497
"RPL30P1",0
"RPL30P10",0
"RPL30P11",0
"RPL30P12",0
"RPL30P13",0
"RPL30P14",0
"RPL30P15",0
"RPL30P16",0
"RPL30P2",6
"RPL30P3",0
"RPL30P4",0
"RPL30P5",0
"RPL30P6",0
"RPL30P7",0
"RPL30P9",0
"RPL31",332
"RPL31P1",0
"RPL31P11",5
"RPL31P12",0
"RPL31P13",0
"RPL31P15",0
"RPL31P2",0
"RPL31P20",25
"RPL31P28",0
"RPL31P3",0
"RPL31P33",0
"RPL31P35",0
"RPL31P40",0
"RPL31P41",0
"RPL31P44",0
"RPL31P45",0
"RPL31P47",0
"RPL31P49",1
"RPL31P50",0
"RPL31P52",5
"RPL31P53",0
"RPL31P54",0
"RPL31P56",0
"RPL31P57",0
"RPL31P58",1
"RPL31P59",0
"RPL31P60",1
"RPL31P61",0
"RPL31P63",0
"RPL31P7",3
"RPL31P9",0
"RPL32",4
"RPL32P1",0
"RPL32P14",0
"RPL32P23",0
"RPL32P26",0
"RPL32P28",0
"RPL32P29",0
"RPL32P3",0
"RPL32P31",0
"RPL32P33",0
"RPL32P34",0
"RPL32P35",0
"RPL32P9",0
"RPL34",0
"RPL34-AS1",0
"RPL34P1",0
"RPL34P17",0
"RPL34P18",0
"RPL34P19",0
"RPL34P20",0
"RPL34P21",5
"RPL34P22",0
"RPL34P23",0
"RPL34P26",1
"RPL34P27",0
"RPL34P29",0
"RPL34P3",0
"RPL34P31",0
"RPL34P33",0
"RPL34P34",0
"RPL34P6",0
"RPL35",0
"RPL35A",7
"RPL35AP",0
"RPL35AP12",0
"RPL35AP15",0
"RPL35AP18",0
"RPL35AP19",0
"RPL35AP21",0
"RPL35AP22",1
"RPL35AP24",1
"RPL35AP25",1
"RPL35AP26",538
"RPL35AP28",0
"RPL35AP3",0
"RPL35AP30",0
"RPL35AP31",0
"RPL35AP32",188
"RPL35AP33",0
"RPL35AP35",0
"RPL35AP4",0
"RPL35P1",0
"RPL35P2",13
"RPL35P3",0
"RPL35P4",0
"RPL35P5",0
"RPL35P6",0
"RPL35P8",0
"RPL35P9",0
"RPL36",901
"RPL36A",3
"RPL36A-HNRNPH2",0
"RPL36AL",19
"RPL36AP10",0
"RPL36AP13",1
"RPL36AP15",4
"RPL36AP21",0
"RPL36AP26",0
"RPL36AP29",3
"RPL36AP33",0
"RPL36AP35",0
"RPL36AP36",0
"RPL36AP39",0
"RPL36AP40",0
"RPL36AP41",8
"RPL36AP43",0
"RPL36AP45",0
"RPL36AP48",1
"RPL36AP51",0
"RPL36AP53",0
"RPL36AP55",0
"RPL36AP6",0
"RPL36P1",0
"RPL36P16",0
"RPL36P18",0
"RPL36P19",0
"RPL36P2",0
"RPL36P20",0
"RPL36P4",1498
"RPL37",0
"RPL37A",4
"RPL37AP1",2
"RPL37AP8",0
"RPL37P1",0
"RPL37P10",0
"RPL37P15",0
"RPL37P18",0
"RPL37P2",0
"RPL37P21",0
"RPL37P23",1
"RPL37P25",0
"RPL37P3",0
"RPL37P4",0
"RPL37P6",0
"RPL38",9
"RPL38P1",0
"RPL38P3",0
"RPL38P4",0
"RPL39",0
"RPL39L",1
"RPL39P",0
"RPL39P18",0
"RPL39P25",0
"RPL39P26",0
"RPL39P28",0
"RPL39P29",0
"RPL39P3",0
"RPL39P31",0
"RPL39P33",0
"RPL39P34",0
"RPL39P36",0
"RPL39P38",0
"RPL39P39",0
"RPL39P40",0
"RPL39P5",3
"RPL39P6",255
"RPL3L",1
"RPL3P1",10
"RPL3P10",0
"RPL3P11",0
"RPL3P12",0
"RPL3P13",0
"RPL3P2",0
"RPL3P3",0
"RPL3P4",0
"RPL3P5",0
"RPL3P6",59
"RPL3P7",0
"RPL3P8",0
"RPL3P9",0
"RPL4",32
"RPL41",2
"RPL41P1",0
"RPL41P2",6
"RPL41P5",0
"RPL4P1",0
"RPL4P2",0
"RPL4P3",0
"RPL4P4",32
"RPL4P5",0
"RPL4P6",0
"RPL5",34
"RPL5P1",0
"RPL5P10",0
"RPL5P11",6
"RPL5P12",0
"RPL5P13",0
"RPL5P14",0
"RPL5P15",0
"RPL5P16",0
"RPL5P17",0
"RPL5P18",0
"RPL5P19",0
"RPL5P2",0
"RPL5P20",0
"RPL5P21",0
"RPL5P22",0
"RPL5P23",16
"RPL5P24",1
"RPL5P25",0
"RPL5P26",0
"RPL5P27",0
"RPL5P28",0
"RPL5P29",0
"RPL5P3",0
"RPL5P30",15
"RPL5P31",0
"RPL5P32",0
"RPL5P33",0
"RPL5P34",0
"RPL5P35",0
"RPL5P4",0
"RPL5P5",21
"RPL5P6",0
"RPL5P7",0
"RPL5P8",0
"RPL5P9",0
"RPL6",4
"RPL6P12",7
"RPL6P2",4
"RPL6P21",0
"RPL6P24",17
"RPL6P25",0
"RPL6P27",0
"RPL6P29",13
"RPL6P30",0
"RPL6P5",0
"RPL6P7",0
"RPL6P8",0
"RPL6P9",0
"RPL7",22
"RPL7A",0
"RPL7AP10",5
"RPL7AP11",2
"RPL7AP14",0
"RPL7AP15",563
"RPL7AP2",318
"RPL7AP23",0
"RPL7AP25",0
"RPL7AP26",0
"RPL7AP28",0
"RPL7AP3",3
"RPL7AP30",0
"RPL7AP31",10
"RPL7AP33",0
"RPL7AP34",2
"RPL7AP38",0
"RPL7AP4",0
"RPL7AP49",0
"RPL7AP50",0
"RPL7AP51",0
"RPL7AP52",0
"RPL7AP53",9
"RPL7AP56",0
"RPL7AP57",0
"RPL7AP58",0
"RPL7AP6",96
"RPL7AP60",0
"RPL7AP61",0
"RPL7AP64",0
"RPL7AP65",0
"RPL7AP66",0
"RPL7AP69",0
"RPL7AP7",0
"RPL7AP71",8
"RPL7AP72",0
"RPL7AP73",0
"RPL7AP8",0
"RPL7AP9",0
"RPL7L1",39
"RPL7L1P1",3
"RPL7L1P10",0
"RPL7L1P11",0
"RPL7L1P12",0
"RPL7L1P13",0
"RPL7L1P2",0
"RPL7L1P3",0
"RPL7L1P4",0
"RPL7L1P5",0
"RPL7L1P7",0
"RPL7L1P8",0
"RPL7L1P9",0
"RPL7P1",0
"RPL7P10",0
"RPL7P11",5
"RPL7P12",0
"RPL7P13",0
"RPL7P14",0
"RPL7P15",1
"RPL7P16",0
"RPL7P17",4
"RPL7P18",0
"RPL7P19",0
"RPL7P2",0
"RPL7P20",0
"RPL7P21",12
"RPL7P22",0
"RPL7P23",0
"RPL7P24",0
"RPL7P25",17
"RPL7P26",16
"RPL7P27",0
"RPL7P28",0
"RPL7P29",0
"RPL7P3",0
"RPL7P30",0
"RPL7P31",0
"RPL7P32",553
"RPL7P33",0
"RPL7P34",0
"RPL7P35",0
"RPL7P36",0
"RPL7P37",0
"RPL7P38",0
"RPL7P39",2
"RPL7P4",0
"RPL7P40",0
"RPL7P41",0
"RPL7P42",4
"RPL7P43",0
"RPL7P44",0
"RPL7P45",0
"RPL7P46",0
"RPL7P47",1
"RPL7P48",1
"RPL7P49",0
"RPL7P5",0
"RPL7P50",0
"RPL7P51",0
"RPL7P52",11
"RPL7P53",0
"RPL7P54",0
"RPL7P55",0
"RPL7P56",0
"RPL7P57",10
"RPL7P58",0
"RPL7P59",0
"RPL7P6",0
"RPL7P60",7
"RPL7P61",0
"RPL7P7",0
"RPL7P8",1
"RPL7P9",0
"RPL8",21
"RPL8P2",0
"RPL9",101
"RPL9P15",0
"RPL9P16",0
"RPL9P18",0
"RPL9P2",0
"RPL9P21",0
"RPL9P25",0
"RPL9P28",0
"RPL9P29",2
"RPL9P3",0
"RPL9P30",1
"RPL9P31",0
"RPL9P32",14
"RPL9P33",0
"RPL9P5",0
"RPL9P6",0
"RPL9P7",0
"RPL9P9",5
"RPLP0",23
"RPLP0P1",1
"RPLP0P11",0
"RPLP0P2",0
"RPLP0P6",0
"RPLP0P7",0
"RPLP1",16
"RPLP1P10",0
"RPLP1P11",0
"RPLP1P13",2
"RPLP1P6",0
"RPLP2",16
"RPLP2P1",0
"RPN1",14
"RPN2",15
"RPP14",0
"RPP21",0
"RPP25",0
"RPP25L",0
"RPP30",0
"RPP38",18
"RPP40",3
"RPP40P1",0
"RPP40P2",0
"RPPH1",0
"RPPH1-2P",0
"RPPH1-3P",0
"RPRD1A",1
"RPRD1B",4943
"RPRD2",0
"RPRM",0
"RPRML",0
"RPS10",0
"RPS10-NUDT3",0
"RPS10P14",5
"RPS10P16",108
"RPS10P18",180
"RPS10P2",0
"RPS10P20",0
"RPS10P21",0
"RPS10P27",0
"RPS10P28",0
"RPS10P3",0
"RPS10P5",1
"RPS10P7",0
"RPS11",5
"RPS11P1",0
"RPS11P5",52
"RPS11P7",0
"RPS12",10
"RPS12P10",0
"RPS12P15",0
"RPS12P16",0
"RPS12P17",337
"RPS12P18",0
"RPS12P2",0
"RPS12P20",418
"RPS12P21",0
"RPS12P23",0
"RPS12P24",0
"RPS12P26",0
"RPS12P27",0
"RPS12P28",3
"RPS12P31",1
"RPS12P5",0
"RPS13",15
"RPS13P2",349
"RPS14",0
"RPS14P4",0
"RPS14P7",0
"RPS14P8",4
"RPS15",4
"RPS15A",0
"RPS15AP1",2
"RPS15AP10",0
"RPS15AP11",5630
"RPS15AP12",1151
"RPS15AP16",944
"RPS15AP17",0
"RPS15AP18",0
"RPS15AP24",6
"RPS15AP25",0
"RPS15AP27",0
"RPS15AP28",0
"RPS15AP29",0
"RPS15AP3",0
"RPS15AP30",0
"RPS15AP32",0
"RPS15AP34",0
"RPS15AP36",0
"RPS15AP38",0
"RPS15AP40",0
"RPS15AP5",0
"RPS15AP6",0
"RPS15AP7",0
"RPS15AP9",0
"RPS15P5",0
"RPS15P9",0
"RPS16",9
"RPS16P5",0
"RPS16P8",0
"RPS16P9",0
"RPS17",0
"RPS17P1",0
"RPS17P11",0
"RPS17P13",7
"RPS17P14",0
"RPS17P15",0
"RPS17P17",0
"RPS17P2",0
"RPS17P5",0
"RPS17P8",0
"RPS18",0
"RPS18P1",0
"RPS18P12",1
"RPS18P13",3
"RPS18P6",0
"RPS18P9",55
"RPS19",5
"RPS19BP1",0
"RPS19P1",0
"RPS19P3",0
"RPS19P6",0
"RPS19P7",0
"RPS2",16
"RPS20",0
"RPS20P1",0
"RPS20P10",0
"RPS20P14",0
"RPS20P15",0
"RPS20P2",0
"RPS20P20",0
"RPS20P21",0
"RPS20P22",0
"RPS20P23",0
"RPS20P24",0
"RPS20P25",0
"RPS20P31",4
"RPS20P32",0
"RPS20P33",3
"RPS20P4",72
"RPS20P5",0
"RPS21",59
"RPS21P1",0
"RPS21P4",36
"RPS21P8",0
"RPS23",14
"RPS23P1",2
"RPS23P10",0
"RPS23P2",0
"RPS23P3",0
"RPS23P4",0
"RPS23P5",0
"RPS23P6",0
"RPS23P7",0
"RPS23P8",0
"RPS23P9",0
"RPS24",4
"RPS24P1",0
"RPS24P12",0
"RPS24P13",0
"RPS24P14",0
"RPS24P16",5
"RPS24P17",0
"RPS24P18",0
"RPS24P6",0
"RPS24P7",0
"RPS24P8",0
"RPS25",0
"RPS25P9",0
"RPS26",9
"RPS26P11",0
"RPS26P13",0
"RPS26P15",0
"RPS26P2",0
"RPS26P21",0
"RPS26P24",0
"RPS26P28",0
"RPS26P3",0
"RPS26P30",0
"RPS26P31",1
"RPS26P34",0
"RPS26P35",0
"RPS26P38",0
"RPS26P39",0
"RPS26P4",0
"RPS26P40",0
"RPS26P41",0
"RPS26P42",0
"RPS26P43",0
"RPS26P45",0
"RPS26P47",2
"RPS26P48",0
"RPS26P49",5
"RPS26P5",0
"RPS26P52",4
"RPS26P54",0
"RPS26P55",0
"RPS26P56",0
"RPS26P6",0
"RPS26P8",0
"RPS27",12
"RPS27A",171
"RPS27AP1",0
"RPS27AP10",20
"RPS27AP11",0
"RPS27AP12",0
"RPS27AP13",0
"RPS27AP14",0
"RPS27AP15",0
"RPS27AP16",0
"RPS27AP17",0
"RPS27AP18",0
"RPS27AP19",0
"RPS27AP2",0
"RPS27AP3",0
"RPS27AP6",0
"RPS27AP7",15
"RPS27AP8",3
"RPS27AP9",1
"RPS27L",187
"RPS27P1",1
"RPS27P12",0
"RPS27P14",0
"RPS27P15",67
"RPS27P16",0
"RPS27P18",0
"RPS27P20",0
"RPS27P21",0
"RPS27P22",0
"RPS27P23",0
"RPS27P25",0
"RPS27P26",0
"RPS27P27",0
"RPS27P29",0
"RPS27P5",0
"RPS28",247
"RPS28P1",0
"RPS28P7",0
"RPS28P8",0
"RPS29",30
"RPS29P1",0
"RPS29P10",0
"RPS29P11",0
"RPS29P12",0
"RPS29P13",0
"RPS29P14",0
"RPS29P15",0
"RPS29P16",0
"RPS29P17",3
"RPS29P19",0
"RPS29P2",0
"RPS29P20",0
"RPS29P21",0
"RPS29P22",4
"RPS29P23",0
"RPS29P24",0
"RPS29P25",0
"RPS29P26",0
"RPS29P27",0
"RPS29P28",0
"RPS29P29",58
"RPS29P3",0
"RPS29P30",0
"RPS29P31",0
"RPS29P32",0
"RPS29P33",0
"RPS29P4",0
"RPS29P5",1
"RPS29P6",0
"RPS29P7",0
"RPS29P8",0
"RPS29P9",0
"RPS2P1",0
"RPS2P2",0
"RPS2P24",0
"RPS2P25",0
"RPS2P28",0
"RPS2P32",7
"RPS2P35",1
"RPS2P36",0
"RPS2P39",3
"RPS2P4",8
"RPS2P41",2
"RPS2P44",0
"RPS2P45",0
"RPS2P46",0
"RPS2P48",0
"RPS2P5",8
"RPS2P52",0
"RPS2P55",0
"RPS2P6",0
"RPS2P7",0
"RPS3",8
"RPS3A",15
"RPS3AP1",0
"RPS3AP12",0
"RPS3AP14",0
"RPS3AP15",0
"RPS3AP17",0
"RPS3AP2",0
"RPS3AP22",0
"RPS3AP23",0
"RPS3AP24",0
"RPS3AP25",0
"RPS3AP26",0
"RPS3AP29",0
"RPS3AP3",0
"RPS3AP30",0
"RPS3AP32",0
"RPS3AP33",0
"RPS3AP34",0
"RPS3AP35",0
"RPS3AP36",0
"RPS3AP37",0
"RPS3AP38",0
"RPS3AP39",0
"RPS3AP4",0
"RPS3AP40",1
"RPS3AP41",0
"RPS3AP42",0
"RPS3AP43",0
"RPS3AP44",0
"RPS3AP46",4
"RPS3AP47",0
"RPS3AP49",0
"RPS3AP5",0
"RPS3AP50",0
"RPS3AP52",0
"RPS3AP53",0
"RPS3AP54",0
"RPS3AP6",0
"RPS3AP9",0
"RPS3P1",0
"RPS3P2",0
"RPS3P6",0
"RPS3P7",0
"RPS4X",0
"RPS4XP1",0
"RPS4XP10",1
"RPS4XP11",0
"RPS4XP12",47
"RPS4XP13",0
"RPS4XP14",0
"RPS4XP15",0
"RPS4XP16",0
"RPS4XP17",0
"RPS4XP18",0
"RPS4XP19",0
"RPS4XP2",0
"RPS4XP20",0
"RPS4XP21",0
"RPS4XP22",0
"RPS4XP23",0
"RPS4XP3",0
"RPS4XP4",0
"RPS4XP5",0
"RPS4XP6",11
"RPS4XP7",0
"RPS4XP8",0
"RPS4XP9",0
"RPS4Y1",0
"RPS4Y2",0
"RPS5",9
"RPS5P2",10
"RPS5P3",0
"RPS5P7",0
"RPS6",241
"RPS6KA1",0
"RPS6KA2",4
"RPS6KA2-AS1",2
"RPS6KA2-IT1",0
"RPS6KA3",7
"RPS6KA4",4
"RPS6KA5",4
"RPS6KA6",0
"RPS6KB1",7
"RPS6KB2",1404
"RPS6KB2-AS1",230
"RPS6KC1",0
"RPS6KL1",2139
"RPS6P12",0
"RPS6P14",0
"RPS6P15",0
"RPS6P16",138
"RPS6P2",3
"RPS6P20",0
"RPS6P21",0
"RPS6P22",0
"RPS6P23",0
"RPS6P25",0
"RPS6P4",0
"RPS6P7",0
"RPS6P8",0
"RPS7",2
"RPS7P1",0
"RPS7P10",1
"RPS7P11",3
"RPS7P12",0
"RPS7P13",0
"RPS7P14",3
"RPS7P15",15
"RPS7P2",0
"RPS7P3",23
"RPS7P4",0
"RPS7P5",0
"RPS7P6",0
"RPS7P7",0
"RPS7P8",0
"RPS7P9",0
"RPS8",21
"RPS8P10",0
"RPS8P3",0
"RPS8P4",0
"RPS8P6",0
"RPS9",0
"RPS9P1",3
"RPSA",0
"RPSAP1",0
"RPSAP10",0
"RPSAP11",0
"RPSAP12",0
"RPSAP13",0
"RPSAP14",1
"RPSAP15",0
"RPSAP16",0
"RPSAP17",0
"RPSAP18",1
"RPSAP19",0
"RPSAP2",0
"RPSAP20",0
"RPSAP21",0
"RPSAP22",0
"RPSAP23",0
"RPSAP24",0
"RPSAP25",0
"RPSAP26",0
"RPSAP27",0
"RPSAP28",0
"RPSAP29",0
"RPSAP3",0
"RPSAP31",0
"RPSAP32",0
"RPSAP33",0
"RPSAP34",0
"RPSAP35",0
"RPSAP36",0
"RPSAP37",0
"RPSAP38",2
"RPSAP39",0
"RPSAP4",0
"RPSAP40",0
"RPSAP41",0
"RPSAP42",0
"RPSAP43",0
"RPSAP44",0
"RPSAP45",0
"RPSAP46",8
"RPSAP47",0
"RPSAP48",0
"RPSAP49",0
"RPSAP5",0
"RPSAP50",1
"RPSAP51",0
"RPSAP52",0
"RPSAP53",0
"RPSAP54",0
"RPSAP55",0
"RPSAP57",0
"RPSAP58",0
"RPSAP59",0
"RPSAP6",0
"RPSAP60",0
"RPSAP61",0
"RPSAP62",0
"RPSAP63",0
"RPSAP64",1
"RPSAP65",0
"RPSAP66",0
"RPSAP67",0
"RPSAP68",0
"RPSAP69",0
"RPSAP7",0
"RPSAP70",0
"RPSAP71",0
"RPSAP72",4
"RPSAP73",0
"RPSAP74",0
"RPSAP75",0
"RPSAP76",0
"RPSAP8",0
"RPSAP9",0
"RPTN",0
"RPTOR",5
"RPUSD1",2
"RPUSD2",0
"RPUSD3",13
"RPUSD4",0
"RRAD",0
"RRAGA",2
"RRAGB",0
"RRAGC",0
"RRAGD",0
"RRAS",5
"RRAS2",5
"RRBP1",1181
"RREB1",17
"RRH",0
"RRM1",0
"RRM1-AS1",438
"RRM2",1
"RRM2B",0
"RRM2P2",0
"RRM2P3",0
"RRM2P4",0
"RRN3",0
"RRN3P1",0
"RRN3P2",1
"RRN3P3",1
"RRNAD1",1829
"RRP1",13
"RRP12",0
"RRP15",0
"RRP1B",0
"RRP36",191
"RRP7A",0
"RRP7BP",4
"RRP8",2
"RRP9",0
"RRS1",47
"RRS1-AS1",0
"RS1",0
"RSAD1",3
"RSAD2",2
"RSBN1",0
"RSBN1L",3
"RSC1A1",0
"RSF1",6
"RSF1-IT1",0
"RSF1-IT2",0
"RSL1D1",3
"RSL24D1",0
"RSL24D1P1",0
"RSL24D1P11",0
"RSL24D1P2",0
"RSL24D1P3",0
"RSL24D1P4",0
"RSL24D1P5",0
"RSL24D1P6",1066
"RSL24D1P8",0
"RSL24D1P9",0
"RSPH1",0
"RSPH10B",121
"RSPH10B2",94
"RSPH14",2
"RSPH3",4
"RSPH4A",1
"RSPH6A",0
"RSPH9",521
"RSPO1",0
"RSPO2",0
"RSPO3",0
"RSPO4",0
"RSPRY1",0
"RSRC1",3
"RSRC2",4
"RSRP1",10
"RSU1",4
"RSU1P1",0
"RSU1P2",0
"RSU1P3",0
"RTBDN",0
"RTCA",0
"RTCA-AS1",1
"RTCB",3
"RTEL1",5
"RTEL1-TNFRSF6B",14
"RTEL1P1",0
"RTF1",4
"RTF2",0
"RTKN",2
"RTKN2",0
"RTL1",3
"RTL10",0
"RTL3",0
"RTL4",0
"RTL5",3
"RTL6",0
"RTL8A",0
"RTL8B",0
"RTL8C",2
"RTL9",0
"RTN1",0
"RTN2",0
"RTN3",305
"RTN3P1",0
"RTN4",2
"RTN4IP1",258
"RTN4R",0
"RTN4RL1",2
"RTN4RL2",20
"RTP1",0
"RTP2",0
"RTP3",2
"RTP4",0
"RTP5",0
"RTRAF",100
"RTTN",0
"RUBCN",0
"RUBCNL",0
"RUFY1",436
"RUFY2",502
"RUFY3",5
"RUFY4",0
"RUNDC1",5
"RUNDC3A",3725
"RUNDC3A-AS1",0
"RUNDC3B",217
"RUNX1",151
"RUNX1T1",0
"RUNX2",3
"RUNX2-AS1",1
"RUNX3",0
"RUSC1",27
"RUSC1-AS1",8279
"RUSC2",15
"RUVBL1",2955
"RUVBL1-AS1",55
"RUVBL2",4
"RWDD1",0
"RWDD2A",2
"RWDD2B",9
"RWDD3",0
"RWDD4",0
"RWDD4P1",14
"RWDD4P2",0
"RXFP1",0
"RXFP2",0
"RXFP3",0
"RXFP4",31
"RXRA",31
"RXRB",0
"RXRG",0
"RXYLT1",0
"RXYLT1-AS1",172
"RYBP",0
"RYK",7
"RYKP1",2
"RYR1",0
"RYR2",0
"RYR3",186
"S100A1",22
"S100A10",4
"S100A11",0
"S100A11P1",0
"S100A11P2",0
"S100A12",0
"S100A13",14
"S100A14",7
"S100A15A",0
"S100A16",13
"S100A2",0
"S100A3",0
"S100A4",0
"S100A5",0
"S100A6",0
"S100A7",0
"S100A7A",0
"S100A7L2",0
"S100A7P1",0
"S100A8",0
"S100A9",0
"S100B",0
"S100G",1
"S100P",3
"S100PBP",3512
"S100Z",0
"S1PR1",0
"S1PR2",0
"S1PR3",0
"S1PR4",0
"S1PR5",0
"SAA1",0
"SAA2",0
"SAA2-SAA4",0
"SAA3P",0
"SAA4",0
"SAAL1",0
"SAC3D1",19
"SACM1L",2
"SACS",0
"SACS-AS1",0
"SAE1",16
"SAFB",10
"SAFB2",5
"SAG",0
"SAGE1",0
"SAGE2P",0
"SAGE3P",0
"SAGE4P",0
"SALL1",247
"SALL1P1",0
"SALL2",0
"SALL3",0
"SALL4",2
"SALL4P1",0
"SALL4P2",0
"SALL4P5",0
"SALL4P6",0
"SALL4P7",0
"SALRNA1",0
"SALRNA2",0
"SALRNA3",0
"SAMD1",10
"SAMD10",26
"SAMD11",504
"SAMD11P1",11
"SAMD12",3
"SAMD12-AS1",2
"SAMD13",0
"SAMD14",1206
"SAMD15",2
"SAMD3",0
"SAMD4A",14
"SAMD4B",1570
"SAMD5",0
"SAMD7",0
"SAMD8",0
"SAMD9",0
"SAMD9L",0
"SAMHD1",5
"SAMM50",0
"SAMM50P1",11
"SAMMSON",0
"SAMSN1",0
"SAMSN1-AS1",0
"SAP130",4
"SAP18",7
"SAP18P1",0
"SAP18P2",0
"SAP18P3",0
"SAP25",0
"SAP30",4
"SAP30BP",19
"SAP30L",2
"SAP30L-AS1",16
"SAPCD1",0
"SAPCD1-AS1",0
"SAPCD2",22
"SAPCD2P1",1
"SAPCD2P2",0
"SAPCD2P3",4
"SAPCD2P4",0
"SAR1A",0
"SAR1AP1",0
"SAR1AP2",0
"SAR1AP3",0
"SAR1AP4",0
"SAR1B",551
"SARAF",32
"SARDH",9
"SARM1",2907
"SARNP",9
"SARS",4
"SARS2",0
"SART1",15
"SART3",286
"SASH1",3
"SASH3",9
"SASS6",2
"SAT1",5
"SAT2",0
"SATB1",11
"SATB1-AS1",0
"SATB2",35
"SATB2-AS1",167
"SATL1",1125
"SAV1",6
"SAXO1",6
"SAXO2",0
"SAYSD1",0
"SBDS",3
"SBDSP1",0
"SBF1",958
"SBF1P1",0
"SBF2",71
"SBF2-AS1",503
"SBK1",0
"SBK2",0
"SBK3",0
"SBNO1",1
"SBNO2",12550
"SBSN",0
"SBSPON",3
"SC5D",2
"SCAANT1",7
"SCAF1",1429
"SCAF11",2
"SCAF4",2738
"SCAF8",0
"SCAI",20
"SCAMP1",1
"SCAMP1-AS1",0
"SCAMP2",0
"SCAMP3",0
"SCAMP4",0
"SCAMP5",0
"SCAND1",319
"SCAND2P",389
"SCAND3P1",0
"SCAP",438
"SCAPER",4
"SCARA3",3
"SCARA5",0
"SCARB1",15
"SCARB2",32
"SCARF1",0
"SCARF2",0
"SCARNA1",0
"SCARNA10",0
"SCARNA11",0
"SCARNA12",0
"SCARNA13",2
"SCARNA14",0
"SCARNA15",0
"SCARNA16",0
"SCARNA17",0
"SCARNA18",0
"SCARNA18B",0
"SCARNA2",0
"SCARNA20",1
"SCARNA21",0
"SCARNA21B",0
"SCARNA22",0
"SCARNA23",0
"SCARNA3",0
"SCARNA4",0
"SCARNA5",0
"SCARNA6",0
"SCARNA7",0
"SCARNA8",0
"SCARNA9",0
"SCART1",0
"SCCPDH",29
"SCD",120
"SCD5",0
"SCDP1",0
"SCEL",0
"SCEL-AS1",0
"SCFD1",0
"SCFD2",0
"SCG2",0
"SCG3",119
"SCG5",0
"SCGB1A1",1
"SCGB1B2P",0
"SCGB1C1",0
"SCGB1C2",0
"SCGB1D1",0
"SCGB1D2",1
"SCGB1D4",0
"SCGB1D5P",0
"SCGB2A1",0
"SCGB2A2",0
"SCGB2B2",0
"SCGB2B3P",0
"SCGB3A1",1
"SCGB3A2",0
"SCGN",36
"SCHIP1",0
"SCHLAP1",0
"SCIMP",26
"SCIN",0
"SCLT1",310
"SCLY",1
"SCMH1",52
"SCML1",0
"SCML2",0
"SCML2P1",0
"SCML2P2",0
"SCML4",0
"SCN10A",0
"SCN11A",0
"SCN1A",0
"SCN1B",0
"SCN2A",0
"SCN2B",0
"SCN3A",5
"SCN3B",0
"SCN4A",0
"SCN4B",2
"SCN5A",0
"SCN7A",0
"SCN8A",44
"SCN9A",1
"SCNM1",0
"SCNN1A",3
"SCNN1B",0
"SCNN1D",300
"SCNN1G",0
"SCO1",4
"SCO2",86
"SCOC",26
"SCOC-AS1",0
"SCOCP1",1
"SCP2",22
"SCP2D1",0
"SCPEP1",0
"SCRG1",37
"SCRIB",0
"SCRN1",160
"SCRN2",3
"SCRN3",11
"SCRT1",0
"SCRT2",0
"SCT",0
"SCTR",3430
"SCUBE1",0
"SCUBE2",0
"SCUBE3",84
"SCX",4
"SCYGR1",0
"SCYGR10",0
"SCYGR2",0
"SCYGR3",0
"SCYGR4",0
"SCYGR5",0
"SCYGR6",0
"SCYGR7",0
"SCYGR8",0
"SCYL1",6699
"SCYL2",0
"SCYL3",45
"SDAD1",5
"SDAD1P1",248
"SDAD1P2",0
"SDAD1P3",0
"SDAD1P4",0
"SDC1",103
"SDC2",45
"SDC3",4
"SDC4",9
"SDC4P",0
"SDCBP",25
"SDCBP2",45
"SDCBP2-AS1",110
"SDCBP2P1",0
"SDCBPP1",6
"SDCBPP2",0
"SDCBPP3",0
"SDCCAG3P1",0
"SDCCAG3P2",1
"SDCCAG8",0
"SDE2",0
"SDF2",4
"SDF2L1",9
"SDF4",14
"SDHA",32
"SDHAF1",0
"SDHAF2",0
"SDHAF3",0
"SDHAF4",0
"SDHAP1",0
"SDHAP2",0
"SDHAP3",0
"SDHB",0
"SDHC",5
"SDHCP1",0
"SDHCP2",1
"SDHCP3",0
"SDHCP4",0
"SDHD",2
"SDHDP1",0
"SDHDP2",9
"SDHDP6",0
"SDK1",109
"SDK2",0
"SDR16C5",0
